1001,3.59674773,166,4.718929347,177.8,0,0,1,0,0,1,0,0,0,0,0,1,0,-2.043896176,58.88918597,-1.122181617,-11.8,1,18.46798189,0.100787584,-1.662059564,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,4.847349662,153,4.718929347,177.8,0,0,1,0,0,0,0,0,0,1,0,1,0,-2.043896176,58.88918597,0.128420315,-24.8,1,18.46798189,-0.517249486,0.505247808,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,4.951531235,163,4.718929347,177.8,0,0,1,0,0,0,0,0,0,1,0,1,0,-2.043896176,58.88918597,0.232601888,-14.8,1,18.46798189,-0.041836355,0.685795659,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,4.422965929,172,4.718929347,177.8,0,0,1,0,0,0,1,0,0,0,0,1,0,-2.043896176,58.88918597,-0.295963418,-5.8,1,18.46798189,0.386035462,-0.230214028,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,4.419993768,118,4.718929347,177.8,0,0,1,0,0,0,1,0,0,0,0,1,0,-2.043896176,58.88918597,-0.298935579,-59.8,1,18.46798189,-2.181195442,-0.235364817,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,4.03456414,163,4.718929347,177.8,0,0,1,0,0,1,0,0,0,0,0,1,0,-2.043896176,58.88918597,-0.684365207,-14.8,1,18.46798189,-0.041836355,-0.903318746,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,5.062968976,168,4.718929347,177.8,0,0,1,0,0,0,0,0,1,0,0,1,0,-2.043896176,58.88918597,0.344039629,-9.8,1,18.46798189,0.19587021,0.878918532,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,4.127736038,169,4.718929347,177.8,0,0,1,0,0,0,0,0,0,1,0,1,0,-2.043896176,58.88918597,-0.591193309,-8.8,1,18.46798189,0.243411523,-0.741850787,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,5.052464332,170,4.718929347,177.8,0,0,1,0,0,1,0,0,0,0,0,1,0,-2.043896176,58.88918597,0.333534985,-7.8,1,18.46798189,0.290952836,0.860713864,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,4.94418793,180,4.718929347,177.8,0,0,1,0,1,0,0,0,0,0,0,1,0,-2.043896176,58.88918597,0.225258583,2.2,1,18.46798189,0.766365966,0.673069628,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,4.18305004,178,4.718929347,177.8,0,0,1,0,0,0,0,0,1,0,0,1,0,-2.043896176,58.88918597,-0.535879307,0.2,1,18.46798189,0.67128334,-0.645990992,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
1001,5.525657847,166,4.718929347,177.8,0,0,1,0,0,0,0,0,0,1,0,1,0,-2.043896176,58.88918597,0.8067285,-11.8,1,18.46798189,0.100787584,1.680763608,-1.693774961,2.906364979,-1.140216132,1.772084088,1.019207837
